User name,User Location,URL
Gavin,"Tucson, AZ",http://www.nytimes.com/2016/01/30/business/donald-trump-unions.html
T3D,San Francisco,http://www.nytimes.com/2016/01/31/opinion/sunday/heres-the-beauty-of-trump.html
stu,freeman,http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
agnes,ma,http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
Tony Espinosa,"Fleetwood, Pennsylvania",http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
arp,"Salisbury, MD",http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
India,<br/>,http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
William Alan Shirley,"Richmond, California",http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
Amala,Kenya,http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
John Harrington,<br/>,http://www.nytimes.com/2016/01/31/magazine/letter-of-recommendation-cracker-barrel.html
Red Lion,Europe,http://www.nytimes.com/2016/01/31/opinion/sunday/her-father-shot-her-in-the-head-as-an-honor-killing.html
Jim Kay,"Taipei, Taiwan",http://krugman.blogs.nytimes.com/2016/01/02/making-and-using-models/
Thomas Zaslavsky,"Binghamton, N.Y.",http://parenting.blogs.nytimes.com/2016/01/03/please-read-my-book-unless-youre-a-friend-of-my-sons/
Jim Kay,"Taipei, Taiwan",http://www.nytimes.com/2016/01/04/us/politics/bernie-sanders-needing-early-lift-builds-iowa-ground-operation.html
Anetliner Netliner,<br/>,http://www.nytimes.com/2016/01/04/us/politics/bernie-sanders-needing-early-lift-builds-iowa-ground-operation.html
Anetliner Netliner,<br/>,http://lens.blogs.nytimes.com/2015/12/30/black-marching-bands-jules-allen-lens/
Nick,10003,http://lens.blogs.nytimes.com/2015/12/29/koreas-comfort-women-the-fight-to-be-heard/
Susan,NY,http://lens.blogs.nytimes.com/2015/12/29/koreas-comfort-women-the-fight-to-be-heard/
Susan,NY,http://www.nytimes.com/2015/12/30/dining/mast-brothers-taste-test-bean-to-bar-chocolate.html
Bill P.,"Albany, CA",http://cooking.nytimes.com/recipes/4195
Diane,<br/>,http://cooking.nytimes.com/recipes/1017304
Mark Thomason,"Clawson, Mich",http://bits.blogs.nytimes.com/2016/01/04/the-end-of-work-not-so-fast/
David,"Brisbane, Australia",http://cooking.nytimes.com/recipes/1013444
Baba,<br/>,http://www.nytimes.com/2015/12/31/world/asia/china-xi-jinping-year-review.html
Shangster,Hong Kong,http://parenting.blogs.nytimes.com/2016/01/03/please-read-my-book-unless-youre-a-friend-of-my-sons/
jzzy55,New England,http://www.nytimes.com/2016/01/05/sports/baseball/baseball-hall-of-fame-ballots-ken-griffey-jr.html
stu,freeman,http://www.nytimes.com/interactive/2016/01/05/sports/baseball/hall-of-fame-ballot-eligible.html
stu,freeman,http://cooking.nytimes.com/recipes/1017901
LiveToFish,<br/>,http://www.nytimes.com/roomfordebate/2016/01/04/saudi-arabia-a-dangerous-ally/to-have-an-ally-in-the-middle-east-the-us-needs-a-strategic-vision
Mark Thomason,"Clawson, Mich",http://www.nytimes.com/2016/01/05/us/affirmative-action-supreme-court-michigan.html
Green,"Cambridge, MA",http://publiceditor.blogs.nytimes.com/2016/01/04/pakistani-censorship-runs-counter-to-times-values/
Mark,<br/>,http://www.nytimes.com/2016/01/06/upshot/lost-jobs-houses-savings-even-insured-often-face-crushing-medical-debt.html
BarbaraV,"San Diego, CA",http://opinionator.blogs.nytimes.com/2016/01/05/this-land-is-your-land-or-is-it/
Kari,NW,http://cooking.nytimes.com/recipes/1016062
Sally,<br/>,http://www.nytimes.com/2016/01/06/opinion/the-clintons-secret-language.html
serban,Miller Place,http://opinionator.blogs.nytimes.com/2016/01/05/this-land-is-your-land-or-is-it/
Jonathan Baker,NYC,http://www.nytimes.com/2016/01/06/sports/ncaafootball/college-football-playoff-espn-new-years-eve-ratings.html
Greg,Baltimore,http://www.nytimes.com/2016/01/06/sports/ncaafootball/college-football-playoff-espn-new-years-eve-ratings.html
michjas,Phoenix,http://www.nytimes.com/2016/01/06/sports/baseball/hall-of-fame-ken-griffey-jr-mike-piazza-mets.html
fran soyer,ny,http://www.nytimes.com/2016/01/06/sports/football/tom-coughlin-says-goodbye-to-new-york-giants-not-necessarily-football.html
Jack D.,NC,http://www.nytimes.com/2016/01/06/sports/baseball/al-jazeera-peyton-manning-derek-jeter-charles-sly.html
Nicole,<br/>,http://cooking.nytimes.com/recipes/9947
Carolyn,<br/>,http://wordplay.blogs.nytimes.com/2016/01/06/short-term-retail-location/
John,Chicago,http://cooking.nytimes.com/recipes/12730
Christa,<br/>,http://www.nytimes.com/2016/01/08/business/dealbook/china-shanghai-stocks-fall.html
Patrick k,Michigan,http://takingnote.blogs.nytimes.com/2016/01/06/you-asked-john-kasich-answered/
paula,<br/>,http://www.nytimes.com/2016/01/07/sports/football/in-nfl-losing-never-seems-to-be-the-owners-fault.html
FM,"Ann Arbor, MI",http://www.nytimes.com/2016/01/07/sports/football/in-nfl-losing-never-seems-to-be-the-owners-fault.html
Don,CT,http://www.nytimes.com/2016/01/07/sports/football/in-nfl-losing-never-seems-to-be-the-owners-fault.html
AO,JC NJ,http://www.nytimes.com/2016/01/07/sports/football/in-nfl-losing-never-seems-to-be-the-owners-fault.html
Blue Jay,Chicago,http://www.nytimes.com/2016/01/07/sports/football/in-nfl-losing-never-seems-to-be-the-owners-fault.html
stu,freeman,http://cooking.nytimes.com/recipes/1017327
Tessa,<br/>,http://well.blogs.nytimes.com/2016/01/07/new-diet-guidelines-urge-less-sugar-for-all-and-less-meat-for-boys-and-men/
W.A. Spitzer,"Faywood, NM",http://www.nytimes.com/2016/01/05/upshot/how-you-can-measure-a-senator-as-a-presidential-contender.html
Fred Bosick,"Chicago, IL",http://www.nytimes.com/2016/01/07/upshot/donald-trump-is-also-an-outlier-in-political-science.html
DK,VT,http://wordplay.blogs.nytimes.com/2016/01/07/make-ones-head-spin/
John,Chicago,http://well.blogs.nytimes.com/2016/01/07/new-diet-guidelines-urge-less-sugar-for-all-and-less-meat-for-boys-and-men/
W.A. S[pitzer,"Faywood, NM",http://wordplay.blogs.nytimes.com/2016/01/07/make-ones-head-spin/
Robert,"Vancouver, Canada",http://www.nytimes.com/2016/01/08/upshot/can-us-remain-an-island-of-stability-in-the-global-economy.html
Marty,Massachusetts,http://cooking.nytimes.com/recipes/8463
Bobbbie,<br/>,http://cooking.nytimes.com/recipes/1016135
Kiki Rijkstra,Arizona,http://well.blogs.nytimes.com/2016/01/08/ask-well-health-benefits-of-red-wine-vs-grape-juice/
W.A. Spitzer,Faywood,http://krugman.blogs.nytimes.com/2016/01/05/deadly-snits/
wllw,Alabama,http://www.nytimes.com/2016/01/09/upshot/2015-was-a-great-year-for-jobs-2016-will-have-a-hard-time-matching-it.html
Ellen,Manhattan,http://www.nytimes.com/2016/01/09/your-money/how-should-you-manage-your-money-and-keep-it-short.html
W.A. Spitzer,Faywood,http://www.nytimes.com/2016/01/10/opinion/sunday/payback-time-for-women.html
Richard Luettgen,New Jersey,http://cooking.nytimes.com/recipes/1015360
Rahul,<br/>,http://www.nytimes.com/2016/01/09/opinion/germanys-post-cologne-hysteria.html
SW,San Francisco,http://www.nytimes.com/2016/01/09/opinion/wanted-straight-shooters.html
david,ny,http://krugman.blogs.nytimes.com/2016/01/08/friday-night-music-das-reygold-das-rengold/
Blaise Adams,"San Francisco, CA",http://www.nytimes.com/2016/01/09/us/politics/homeland-security-looked-past-militia-movement-ex-analyst-says.html
